Sample_name	breakend.1	breakend.2	Length.IS	IS.deletion	IS.insertion	translocation
lrTESControlspikein	3360	4077	716	0	0	FALSE
lrTESControlspikein	2420	3184	762	4149	0	FALSE
lrTESControlspikein	3360	4320	959	0	0	FALSE
lrTESControlspikein	2616	3184	591	0	0	FALSE
lrTESControlspikein	3360	5592	2281	0	0	FALSE
lrTESControlspikein	8	401	399	0	0	FALSE
lrTESControlspikein	2420	3184	763	4149	0	FALSE
lrTESControlspikein	3360	4078	718	0	0	FALSE
lrTESControlspikein	3184	2420	763	4149	0	FALSE
lrTESControlspikein	2420	2161	258	0	0	FALSE
lrTESControlspikein	3184	2420	772	4149	0	FALSE
lrTESControlspikein	2420	2161	261	0	0	FALSE
lrTESControlspikein	2437	3184	747	0	0	FALSE
lrTESControlspikein	3360	401	2639	34864	0	FALSE
lrTESControlspikein	4320	3360	959	0	0	FALSE
lrTESControlspikein	3184	2420	763	4149	0	FALSE
lrTESControlspikein	2420	3184	763	4149	0	FALSE
lrTESControlspikein	3360	4753	1392	0	0	FALSE
lrTESControlspikein	5145	3360	1785	0	0	FALSE
lrTESControlspikein	3184	2420	763	0	0	FALSE
